200,200,200,200,200,200,200,200,67.91992,66.21094,200,200,200,200,200,200,200,200,200,67.79785,70.458984,57.739258,63.208008,66.552734,69.11621,71.069336,76.293945,83.447266,89.72168,97.680664,99.95117,63.23242,63.52539,62.98828,64.0625,67.55371,64.13574,65.67383,66.04004,99.975586,64.96582,65.30762,65.7959,65.82031,65.01465,100,100,100,100,100,99.975586,99.78027,99.75586,99.75586,99.68262,99.58496,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,66.8457,66.11328,65.16113,64.52637,200,200,200,200,200,200,200,200,200,200,66.99219,68.01758,66.11328,66.87012,66.96777,65.771484,66.57715,66.47949,66.16211,66.50391,200,200,200,200,200,200,200,200,200,200,65.50293,200,200,200,200,200,200,200,200,,
200,200,200,200,200,200,200,200,16.78463,20.323555,200,200,200,200,200,200,200,200,200,18.90799,10.111221,41.051567,22.446915,20.22245,20.52578,25.480286,29.726997,39.635998,57.633976,90.39434,99.797775,19.413551,19.211319,19.312439,20.424667,22.446915,20.829124,20.424667,20.323555,99.89889,20.93023,18.09909,18.90799,20.424667,20.020226,100,100,100,100,100,99.89889,99.08999,98.98888,98.98888,98.78665,98.78665,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,20.323555,20.829124,19.211319,18.50354,200,200,200,200,200,200,200,200,200,200,23.154701,23.458038,21.031342,20.424667,19.817993,23.255814,22.24469,22.851364,20.6269,18.705765,200,200,200,200,200,200,200,200,200,200,19.716888,200,200,200,200,200,200,200,200,,
200,200,200,200,200,200,200,200,84.196976,80.817505,200,200,200,200,200,200,200,200,200,83.36015,89.66849,63.051178,76.182816,81.30029,84.5832,85.58095,91.11684,97.39298,99.93563,100,100,77.18056,77.63116,76.89089,77.95301,81.91181,77.92082,80.07724,80.59221,100,78.98294,80.33473,80.720955,80.270355,79.33698,100,100,100,100,100,100,100,100,100,99.96781,99.83907,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,81.65433,80.52784,79.787575,79.176056,200,200,200,200,200,200,200,200,200,200,80.94625,82.20148,80.46347,81.65433,81.97618,79.304794,80.68877,80.36691,80.656586,81.718704,200,200,200,200,200,200,200,200,200,200,80.07724,200,200,200,200,200,200,200,200,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
,参考文献手法,200,200,200,200,200,200,200,200,48.413086,48.364258,200,200,200,200,200,200,200,200,200,48.97461,50.512695,59.960938,61.791992,66.21094,70.703125,70.77637,82.006836,85.32715,91.015625,95.62988,98.38867,50.878906,49.8291,49.609375,51.3916,47.24121,55.249023,56.396484,54.07715,99.75586,48.73047,49.072266,48.85254,49.75586,48.999023,99.975586,99.95117,99.95117,99.92676,99.92676,99.853516,99.8291,99.70703,99.70703,99.63379,99.609375,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,50.268555,50.65918,50.317383,50.78125,200,200,200,200,200,200,200,200,200,200,51.416016,52.905273,51.02539,50.512695,51.171875,50.268555,53.466797,49.243164,49.438477,50.073242,200,200,200,200,200,200,200,200,200,200,50.83008,200,200,200,200,200,200,200,200
,,200,200,200,200,200,200,200,200,58.34176,49.949444,200,200,200,200,200,200,200,200,200,51.061676,47.1183,56.319515,63.70071,66.73408,68.75632,68.95854,81.59757,85.33873,91.30435,95.652176,98.28109,49.34277,49.039436,48.837208,49.544994,45.29828,54.701717,55.61173,54.600605,99.797775,48.432762,47.320526,48.33165,48.736095,46.814964,99.89889,99.89889,99.89889,99.89889,99.89889,99.89889,99.89889,99.59555,99.59555,99.59555,99.59555,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,50.960567,51.870575,49.241657,49.14055,200,200,200,200,200,200,200,200,200,200,53.38726,54.29727,52.173912,48.736095,50.859455,49.544994,51.2639,47.62386,50.758343,51.567238,200,200,200,200,200,200,200,200,200,200,44.186043,200,200,200,200,200,200,200,200
,,200,200,200,200,200,200,200,200,45.252655,47.85967,200,200,200,200,200,200,200,200,200,48.31027,51.593174,61.120052,61.18442,66.04442,71.322815,71.355,82.13711,85.32346,90.92372,95.62279,98.42291,51.367878,50.080463,49.855167,51.9794,47.85967,55.42324,56.646282,53.910522,99.742516,48.825233,49.629868,49.01835,50.080463,49.69424,100,99.96781,99.96781,99.93563,99.93563,99.83907,99.806885,99.742516,99.742516,99.64596,99.61378,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,50.048275,50.273575,50.659798,51.30351,200,200,200,200,200,200,200,200,200,200,50.788544,52.46218,50.659798,51.07821,51.271324,50.498875,54.168007,49.758606,49.01835,49.59768,200,200,200,200,200,200,200,200,200,200,52.944965,200,200,200,200,200,200,200,200
,提案手法,200,200,200,200,200,200,200,200,67.91992,66.21094,200,200,200,200,200,200,200,200,200,67.79785,70.458984,57.739258,63.208008,66.552734,69.11621,71.069336,76.293945,83.447266,89.72168,97.680664,99.95117,63.23242,63.52539,62.98828,64.0625,67.55371,64.13574,65.67383,66.04004,99.975586,64.96582,65.30762,65.7959,65.82031,65.01465,100,100,100,100,100,99.975586,99.78027,99.75586,99.75586,99.68262,99.58496,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,66.8457,66.11328,65.16113,64.52637,200,200,200,200,200,200,200,200,200,200,66.99219,68.01758,66.11328,66.87012,66.96777,65.771484,66.57715,66.47949,66.16211,66.50391,200,200,200,200,200,200,200,200,200,200,65.50293,200,200,200,200,200,200,200,200
,,200,200,200,200,200,200,200,200,16.78463,20.323555,200,200,200,200,200,200,200,200,200,18.90799,10.111221,41.051567,22.446915,20.22245,20.52578,25.480286,29.726997,39.635998,57.633976,90.39434,99.797775,19.413551,19.211319,19.312439,20.424667,22.446915,20.829124,20.424667,20.323555,99.89889,20.93023,18.09909,18.90799,20.424667,20.020226,100,100,100,100,100,99.89889,99.08999,98.98888,98.98888,98.78665,98.78665,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,20.323555,20.829124,19.211319,18.50354,200,200,200,200,200,200,200,200,200,200,23.154701,23.458038,21.031342,20.424667,19.817993,23.255814,22.24469,22.851364,20.6269,18.705765,200,200,200,200,200,200,200,200,200,200,19.716888,200,200,200,200,200,200,200,200
,,200,200,200,200,200,200,200,200,84.196976,80.817505,200,200,200,200,200,200,200,200,200,83.36015,89.66849,63.051178,76.182816,81.30029,84.5832,85.58095,91.11684,97.39298,99.93563,100,100,77.18056,77.63116,76.89089,77.95301,81.91181,77.92082,80.07724,80.59221,100,78.98294,80.33473,80.720955,80.270355,79.33698,100,100,100,100,100,100,100,100,100,99.96781,99.83907,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,81.65433,80.52784,79.787575,79.176056,200,200,200,200,200,200,200,200,200,200,80.94625,82.20148,80.46347,81.65433,81.97618,79.304794,80.68877,80.36691,80.656586,81.718704,200,200,200,200,200,200,200,200,200,200,80.07724,200,200,200,200,200,200,200,200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,圧縮率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,20,25,30,35,40,50,60,70,80,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
参考文献手法,抽出率,48.97461,50.512695,59.960938,61.791992,66.21094,70.703125,70.77637,82.006836,85.32715,91.015625,95.62988,98.38867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,黒抽出率,51.061676,47.1183,56.319515,63.70071,66.73408,68.75632,68.95854,81.59757,85.33873,91.30435,95.652176,98.28109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,白抽出率,48.31027,51.593174,61.120052,61.18442,66.04442,71.322815,71.355,82.13711,85.32346,90.92372,95.62279,98.42291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
提案手法,抽出率,67.79785,70.458984,57.739258,63.208008,66.552734,69.11621,71.069336,76.293945,83.447266,89.72168,97.680664,99.95117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,黒抽出率,18.90799,10.111221,41.051567,22.446915,20.22245,20.52578,25.480286,29.726997,39.635998,57.633976,90.39434,99.797775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,白抽出率,83.36015,89.66849,63.051178,76.182816,81.30029,84.5832,85.58095,91.11684,97.39298,99.93563,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
